symbol,organ_name,en_organ_name,exchange,type,id
SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,Mien Trung Power Investment and Development Joint Stock Company,HNX,stock,1
BTW,CTCP Cấp nước Bến Thành,Ben Thanh Water Supply Joint Stock Company,HNX,stock,1
AAT,CTCP Tập Đoàn Tiên Sơn Thanh Hóa ,Tien Son Thanh Hoa Group Joint Stock Company,HOSE,stock,1
PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,Petro Center Corporation,HOSE,stock,1
HAX,CTCP Dịch vụ Ô tô Hàng Xanh,Hang Xanh Motors Service Joint Stock Company  ,HOSE,stock,1
VDS,CTCP Chứng khoán Rồng Việt,Viet Dragon Securities Corporation,HOSE,stock,1
WSB,CTCP Bia Sài Gòn - Miền Tây,Western - Sai Gon Beer Joint Stock Company,UPCOM,stock,1
TBW,CTCP Nước sạch Thái Bình,Thai Binh Clean Water Joint Stock Company,UPCOM,stock,1
LTC,CTCP Điện nhẹ Viễn Thông,Low Current - Telecom Joint Stock Company,UPCOM,stock,1
MGG,Tổng Công ty Đức Giang - CTCP,Duc Giang Corporation,UPCOM,stock,1
PRE,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội,Hanoi Reinsurance Joint Stock Corporation,HNX,stock,1
YTC,CTCP Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Ho Chi Minh City Medical Import Export Joint Stock Company,UPCOM,stock,1
SWC,Tổng Công ty cổ phần Đường sông Miền Nam,Southern Waterborne Transport Corporation,UPCOM,stock,1
VJC,CTCP Hàng không Vietjet,Vietjet Aviation Joint Stock Company,HOSE,stock,1
VGL,CTCP Mạ Kẽm Công Nghiệp Vingal - Vnsteel,Vingal - Vnsteel Industries Joint Stock Company,UPCOM,stock,1
TQN,CTCP Thông Quảng Ninh,Quang Ninh Pine Joint Stock Company,UPCOM,stock,1
CIG,CTCP COMA 18,COMA 18 Joint Stock Company,HOSE,stock,1
HAF,CTCP Thực phẩm Hà Nội,Hanoi Foodstuff Joint Stock Company,UPCOM,stock,1
MRF,CTCP Merufa,MERUFA Joint Stock Company,UPCOM,stock,1
SDU,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Song Da Urban Investment Construction and Development Joint Stock Company,HNX,stock,1
HLA,CTCP Hữu Liên Á Châu,Asia Huu Lien Joint Stock Company,UPCOM,stock,1
MTP,CTCP Dược Medipharco,Medipharco Pharmaceutical Joint Stock Company,UPCOM,stock,1
SRB,CTCP Tập đoàn Sara,Sara Group Joint Stock Company  ,UPCOM,stock,1
STB,Ngân hàng TMCP Sài Gòn Thương Tín,Saigon Thuong Tin Commercial Joint Stock Bank,HOSE,stock,1
APH,CTCP Tập đoàn An Phát Holdings,An Phat Holdings Joint Stock Company,HOSE,stock,1
BMD,CTCP Môi trường và Dịch vụ Đô thị Bình Thuận,Binh Thuan Environmental Urban Service Joint Stock Company,UPCOM,stock,1
PAT,CTCP Phốt Pho Apatit Việt Nam,Viet Nam Apatite - Phosphorus Joint Stock Company,UPCOM,stock,1
FCN,CTCP FECON,FECON CORPORATION,HOSE,stock,1
DDM,CTCP Hàng Hải Đông Đô,Dong Do Marine Joint Stock Company,UPCOM,stock,1
HES,CTCP Dịch vụ Giải trí Hà Nội,Ha Noi Entertainment Service Corporation ,UPCOM,stock,1
BRR,CTCP Cao su Bà Rịa,BaRia Rubber Joint Stock Company,UPCOM,stock,1
ACL,CTCP Xuất nhập khẩu Thủy sản Cửu Long An Giang,Cuu Long Fish Joint Stock Company,HOSE,stock,1
HEV,CTCP Sách Đại học - Dạy nghề,Higher Education And Vocational Book Joint Stock Company,HNX,stock,1
PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,Phu Nhuan Jewelry Joint Stock Company,HOSE,stock,1
SJG,Tổng Công ty Sông Đà - CTCP,Song Da Corporation - JSC,UPCOM,stock,1
DTG,CTCP Dược phẩm Tipharco,Tipharco Pharmaceutical Joint Stock Company,HNX,stock,1
TPS,CTCP Bến Bãi Vận tải Sài Gòn,Saigon Transportation Parking Joint Stock Company,UPCOM,stock,1
C69,CTCP Xây dựng 1369,1369 Construction Joint Stock Company,HNX,stock,1
BSP,CTCP Bia Sài Gòn - Phú Thọ,SAIGON - PHUTHO Beer JSC,UPCOM,stock,1
IBD,CTCP In Tổng hợp Bình Dương,Binh Duong General Printing Joint Stock Company,UPCOM,stock,1
TSJ,CTCP Du lịch Dịch vụ Hà Nội,HaNoi Tourist Service Joint Stock Company,UPCOM,stock,1
NAB,Ngân hàng TMCP Nam Á,Nam A Commercial Joint Stock Bank,HOSE,stock,1
ND2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,Northern Electricity Development and Investment Joint Stock Company No. 2,UPCOM,stock,1
BMV,CTCP Bột mỳ Vinafood 1,Vinafood 1 Flour Joint Stock Company,UPCOM,stock,1
VWS,CTCP Nước và Môi Trường Việt Nam,"Vietnam Water, Sanitation and Environment Joint Stock Company",UPCOM,stock,1
KSD,CTCP Đầu tư DNA,DNA Investment Joint Stock Company,HNX,stock,1
PID,CTCP Trang Trí Nội Thất Dầu khí,Petroleum Interior Decoration Joint Stock Company,UPCOM,stock,1
BKC,CTCP Khoáng sản Bắc Kạn,Bac Kan Mineral Joint Stock Corporation,HNX,stock,1
EFI,CTCP Đầu tư Tài chính Giáo dục,Education Financial Investment Joint Stock Company,UPCOM,stock,1
HAN,Tổng Công ty Xây dựng Hà Nội - CTCP,Hanoi Construction Corporation - Joint Stock Company,UPCOM,stock,1
NHT,CTCP Sản xuất và Thương mại Nam Hoa,Nam Hoa Trading & Production Corporation,HOSE,stock,1
PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Phuong Dong Viet Shipping And Logistics Corporation,HOSE,stock,1
PVI,CTCP PVI,PVI Holdings,HNX,stock,1
GIC,CTCP VSC Green Logistics,VSC Green Logistics Joint Stock Company,HNX,stock,1
NNC,CTCP Đá Núi Nhỏ,Nui Nho Stone Joint Stock Company,HOSE,stock,1
VCP,CTCP Xây Dựng Và Năng Lượng VCP,VCP Power & Construction Joint Stock Company,UPCOM,stock,1
DHN,CTCP Dược phẩm Hà Nội,Ha Noi Pharmar Joint Stock Company,UPCOM,stock,1
SC5,CTCP Xây dựng Số 5,Construction Joint Stock Company No 5,HOSE,stock,1
DOP,CTCP Vận tải Xăng dầu Đồng Tháp,Dongthap Petroleum Transportations Joint Stock Company,UPCOM,stock,1
ISH,CTCP Thủy điện Srok Phu Miêng IDICO,IDICO Srok Phu Mieng Hydropower Joint Stock Company,UPCOM,stock,1
FSO,CTCP Cơ khí đóng tàu Thủy sản Việt Nam,Viet Nam Fishery Mechanical Shipbuilding Joint Stock Company,UPCOM,stock,1
SGN,CTCP Phục vụ Mặt đất Sài Gòn,Saigon Ground Services Joint Stock Company,HOSE,stock,1
VFG,CTCP Khử trùng Việt Nam,Viet Nam Fumigation Joint Stock Company,HOSE,stock,1
VNB,CTCP Sách Việt Nam,Vietnam Books Joint Stock Company,UPCOM,stock,1
CVN,CTCP Vinam,Vinam Joint Stock Company,UPCOM,stock,1
VBB,Ngân hàng TMCP Việt Nam Thương Tín,Vietnam Thuong Tin Commercial Joint Stock Bank,UPCOM,stock,1
CMK,CTCP Cơ khí Mạo Khê - Vinacomin,Vinacomin - MaoKhe Mechanical Joint Stock Company,UPCOM,stock,1
GTS,CTCP Công trình Giao thông Sài Gòn,SaiGon Traffic Construction Joint Stock Company,UPCOM,stock,1
NLS,CTCP Cấp thoát nước Lạng Sơn,Lang Son Water Supply and Drainage Joint Stock Company,UPCOM,stock,1
PGB,Ngân hàng TMCP Thịnh vượng và Phát triển,Prosperity and Growth Commercial Joint Stock Bank,UPCOM,stock,1
OCH,CTCP One Capital Hospitality,One Capital Hospitality Joint Stock Company,HNX,stock,1
DXV,CTCP VICEM Vật liệu Xây dựng Đà Nẵng,Da Nang Building Material VICCEM Joint Stock Company,HOSE,stock,1
VC2,CTCP Đầu tư và Xây dựng Vina2,VINA2 Investment and Construction Joint Stock Company,HNX,stock,1
GEL,CTCP Hạ tầng GELEX,Gelex Infrastructure Joint Stock Company,HOSE,stock,1
SFN,CTCP Dệt lưới Sài Gòn,Sai Gon Fishing Net Joint Stock Company,HNX,stock,1
SVC,CTCP Dịch vụ Tổng hợp Sài Gòn,Saigon General Service Corporation,HOSE,stock,1
SBM,CTCP Đầu tư Phát triển Bắc Minh,Bac Minh Development Investment Joint Stock Company,UPCOM,stock,1
TEG,CTCP Trường Thành Energy Group,Truong Thanh Energy Group Joint Stock Company,HOSE,stock,1
RYG,CTCP Sản xuất và Đầu tư Hoàng Gia,Royal Manufacture and Investment Joint Stock Company,HOSE,stock,1
THS,CTCP Thanh Hoa - Sông Đà,Song Da Thanh Hoa Joint Stock Company,HNX,stock,1
VSF,Tổng Công ty Lương thực Miền Nam - CTCP,Vietnam Southern Food Corporation - Joint Stock Company,UPCOM,stock,1
VTQ,CTCP Việt Trung Quảng Bình,Viet Trung Quang Binh Joint Stock Company,UPCOM,stock,1
LAW,CTCP Cấp thoát nước Long An,Long An Water Supply Sewerage Joint Stock Company,UPCOM,stock,1
PSW,CTCP Phân bón và Hóa chất Dầu khí Tây Nam Bộ,South West PetroVietnam Fertilizer and Chemicals Joint Stock Company,HNX,stock,1
SJ1,CTCP Nông nghiệp Hùng Hậu,Hung Hau Agricultural Corporation,HNX,stock,1
TS4,CTCP Thủy sản Số 4,Seafood Joint Stock Company No4,UPCOM,stock,1
PPT,CTCP Petro Times,Petro Times Joint Stock Company,HNX,stock,1
MPY,CTCP Môi trường Đô thị Phú Yên,Phu Yen Town Environment Joint Stock Company,UPCOM,stock,1
SPV,CTCP Thủy Đặc sản,Special Aquatic Products Joint Stock Company,UPCOM,stock,1
BQP,CTCP Nhựa Chất lượng cao Bình Thuận,Binh Thuan High Quality Plastic Joint Stock Company,UPCOM,stock,1
PPC,CTCP Nhiệt điện Phả Lại,Pha Lai Thermal Power Joint Stock Company,HOSE,stock,1
DAG,CTCP Tập đoàn Nhựa Đông Á,Dong A Plastic Group Joint-Stock Company,UPCOM,stock,1
BSL,CTCP Bia Sài Gòn - Sông Lam,SaiGon-SongLam Beer Joint Stock Company,UPCOM,stock,1
PVP,CTCP Vận tải Dầu khí Thái Bình Dương,Pacific Petroleum Transportation Joint Stock Company,HOSE,stock,1
VPW,CTCP Cấp thoát nước Số 1 Vĩnh Phúc,Vinhphuc No1 Water Supply and Drainage Joint Stock Company,UPCOM,stock,1
VDP,CTCP Dược phẩm Trung ương VIDIPHA,VIDIPHA Central Pharmaceutical Joint - Stock Company,HOSE,stock,1
DMN,CTCP Domenal,Domenal Joint Stock Company,UPCOM,stock,1
CET,CTCP HTC Holding,HTC Holding Joint Stock Company,HNX,stock,1
LHG,CTCP Long Hậu,Long Hau Corporation,HOSE,stock,1
AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,An Gia Real Estate Investment and Development Corporation,HOSE,stock,1
PQN,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC,PTSC Quang Ngai Joint Stock Company,UPCOM,stock,1
VTC,CTCP Viễn thông VTC,VTC Telecommunications Joint Stock Company,HNX,stock,1
LDW,CTCP Cấp thoát nước Lâm Đồng,Lam Dong Water Supply And Sewerage Joint Stock Company,UPCOM,stock,1
HAV,CTCP Rượu Hapro,Hapro Vodka Joint Stock Company,UPCOM,stock,1
HAR,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,An Duong Thao Dien Real Estate Investment Joint Stock Company,HOSE,stock,1
OGC,CTCP Tập đoàn Đại Dương,Ocean Group Joint Stock Company,HOSE,stock,1
ACB,Ngân hàng TMCP Á Châu,Asia Commercial Joint Stock Bank,HOSE,stock,1
TVD,CTCP Than Vàng Danh - Vinacomin,Vinacomin - Vang Danh Coal Joint Stock Company,HNX,stock,1
TDT,CTCP Đầu tư và Phát triển TDT,TDT Investment and Development Joint Stock Company,HNX,stock,1
NKG,CTCP Thép Nam Kim,Nam Kim Steel Joint Stock Company,HOSE,stock,1
BTN,CTCP Đầu tư Bitco Bình Định,Binh Dinh Bitco Investment Joint Stock Company,UPCOM,stock,1
HMH,CTCP Hải Minh,Hai Minh Corporation,HNX,stock,1
VE4,CTCP Xây dựng Điện VNECO4,VNECO4 Electricity Construction Joint Stock Company,HNX,stock,1
VE2,CTCP Xây dựng Điện VNECO 2,VNECO 2 Electricity Construction Joint Stock Company,UPCOM,stock,1
VXT,CTCP Kho vận và Dịch vụ Thương mại,Transport Warehousing and Trade Service Joint Stock Company,UPCOM,stock,1
QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,Quang Nam Transportion Construction Joint Stock Company,HNX,stock,1
SVH,CTCP Thủy điện Sông Vàng,Song Vang Hydropower Joint Stock Company,UPCOM,stock,1
TMB,CTCP Kinh doanh Than Miền Bắc - Vinacomin,Vinacomin - Northern Coal Trading Joint Stock Company,HNX,stock,1
PXL,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,Long Son Petroleum Industrial Zone Investment Joint Stock Company,UPCOM,stock,1
DVC,CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,Hai Phong Port Trading and Services Joint Stock Company,UPCOM,stock,1
X77,CTCP Thành An 77,Thanh An 77 Joint Stock Company,UPCOM,stock,1
ICT,CTCP Viễn thông - Tin học Bưu điện,Joint Stock Company for Telecom and Informatics,HOSE,stock,1
BVS,CTCP Chứng khoán Bảo Việt,Baoviet Securities Company,HNX,stock,1
CPC,CTCP Thuốc sát trùng Cần Thơ,Can Tho Pesticides Joint Stock Company,HNX,stock,1
DNM,Tổng Công ty cổ phần Y tế DANAMECO,Danameco Medical Joint Stock Corporation,UPCOM,stock,1
APG,CTCP Chứng khoán APG,APG Securities Joint Stock Company,HOSE,stock,1
SBV,CTCP Siam Brothers Việt Nam,Siam Brothers Vietnam Joint Stock Company,HOSE,stock,1
GMD,CTCP Gemadept,Gemadept Corporation,HOSE,stock,1
TOT,CTCP Transimex Logistics,Transimex Logistics Corporation,HNX,stock,1
VIR,CTCP Du lịch Quốc tế Vũng Tàu,Vung Tau Intourco Resort Joint Stock Company,UPCOM,stock,1
VSM,CTCP Container Miền Trung,Central Container Joint Stock Company,HNX,stock,1
BIO,CTCP Vắc xin và Sinh phẩm Nha Trang,Nha Trang Vaccines and Biological Products Joint Stock Company,UPCOM,stock,1
GKM,CTCP GKM Holdings,GKM Holdings Joint Stock Company,HNX,stock,1
DKG,CTCP Tập đoàn Damik,Damik Group Joint Stock Company,UPCOM,stock,1
GCB,CTCP Petec Bình Định,Petec Binh Dinh Joint Stock Company,UPCOM,stock,1
DPC,CTCP Nhựa Đà Nẵng,Da Nang Plastic Joint Stock Company,UPCOM,stock,1
HDB,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,Ho Chi Minh City Development Joint Stock Commercial Bank,HOSE,stock,1
HU4,CTCP Đầu tư và Xây dựng HUD4,HUD4 Investment and Construction Joint Stock Company,UPCOM,stock,1
SVN,CTCP Tập đoàn Vexilla Việt Nam,Vexilla Viet Nam Group Joint Stock Company,HNX,stock,1
NUE,CTCP Môi trường Đô thị Nha Trang,NHA TRANG URBAN ENVIRONMENTAL JOINT STOCK COMPANY,UPCOM,stock,1
BVH,Tập đoàn Bảo Việt,Bao Viet Holdings,HOSE,stock,1
VIP,CTCP Vận tải Xăng dầu VIPCO,Vietnam Petroleum Transport Joint Stock Company,HOSE,stock,1
PTL,CTCP Victory Group,Victory Group Joint Stock Company,HOSE,stock,1
APT,CTCP Kinh doanh Thủy Hải Sản Sài Gòn,SaiGon Aquatic Products Trading Joint Stock Company,UPCOM,stock,1
L63,CTCP Lilama 69-3,Lilama 69-3 Joint Stock Company,UPCOM,stock,1
HNF,CTCP Thực phẩm Hữu Nghị,Huu Nghi Food Joint Stock Company,UPCOM,stock,1
PMW,CTCP Cấp nước Phú Mỹ,Phu My Water Supply Joint Stock Company,UPCOM,stock,1
MPC,CTCP Tập đoàn Thủy sản Minh Phú,Minh Phu Seafood Joint Stock Company,UPCOM,stock,1
HLO,CTCP Công nghệ Ha Lô,Ha Lo Technologies Joint Stock Company,UPCOM,stock,1
SKG,CTCP Tàu cao tốc Superdong - Kiên Giang,Superdong Fast Ferry Kieng Giang Joint Stock Company,HOSE,stock,1
TNB,CTCP Thép Nhà Bè - VNSTEEL,VNSTEEL - Nha Be Steel Joint Stock Company,UPCOM,stock,1
DBM,CTCP Dược - Vật tư Y Tế Đăk Lăk,Dak Lak Pharmaceutical Medical Equipment Joint Stock Company,UPCOM,stock,1
AGM,CTCP Xuất Nhập khẩu An Giang,An Giang Import - Export Company,UPCOM,stock,1
VID,CTCP Đầu tư Phát triển Thương mại Viễn Đông,Vien Dong Investment Development Trading Corporation,HOSE,stock,1
KHW,CTCP Cấp thoát nước Khánh Hòa,Khanh Hoa Water Supply And Sewerage Joint Stock Company,UPCOM,stock,1
DTT,CTCP Kỹ nghệ Đô Thành,Do Thanh Technology Corporation,HOSE,stock,1
TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,Hoang Huy Investment Financial Services Joint Stock Company,HOSE,stock,1
TAL,CTCP Đầu tư Bất động sản Taseco,Taseco Land Investment Joint Stock Company,HOSE,stock,1
PVH,CTCP Xây lắp Dầu khí Thanh Hóa,Thanh Hoa Petroleum Construction Joint Stock Company,UPCOM,stock,1
PVT,Tổng Công ty cổ phần Vận tải Dầu khí,PetroVietnam Transportation Corporation,HOSE,stock,1
PJS,CTCP Cấp nước Phú Hòa Tân,Phu Hoa Tan Water Supply Joint Stock Company,UPCOM,stock,1
BPC,CTCP VICEM Bao bì Bỉm Sơn,Vicem Packaging Bimson Joint Stock Company,HNX,stock,1
ART,CTCP Chứng khoán ARTEX,ARTEX Securities Joint Stock Company,UPCOM,stock,1
UNI,CTCP Đầu Tư Và Phát Triển Sao Mai Việt,Sao Mai Viet Investment And Development Joint Stock Company,HNX,stock,1
UXC,CTCP Chế biến Thủy sản Út Xi,UtXi Aquatic Products Processing Corporation,UPCOM,stock,1
HSI,CTCP Vật tư Tổng hợp và Phân bón Hóa Sinh,General Materials Biochemistry Fertilizer Joint Stock Company,UPCOM,stock,1
QCC,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Viễn thông,Construction Investment and Telecommunications Infrastructure Development Joint Stock Company,UPCOM,stock,1
RTB,CTCP Cao su Tân Biên,Tan Bien Rubber Joint Stock Company,UPCOM,stock,1
HOM,CTCP Xi măng VICEM Hoàng Mai,VICEM Hoang Mai Cement Joint Stock Company,HNX,stock,1
GDA,CTCP Tôn Đông Á,Ton Dong A Corporation,UPCOM,stock,1
FHN,CTCP Xuất nhập khẩu Lương thực Thực phẩm Hà Nội,Ha Noi Food Import - Export Joint Stock Company,UPCOM,stock,1
VTG,CTCP Du lịch Tỉnh Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau Tourist Joint Stock Company,UPCOM,stock,1
TCW,CTCP Kho Vận Tân Cảng,Tan Cang Warehousing Joint Stock Company,UPCOM,stock,1
PRO,CTCP Procimex Việt Nam,Procimex Vietnam Joint Stock Company,UPCOM,stock,1
G36,Tổng Công ty 36 - CTCP,36 Corporation,UPCOM,stock,1
PBP,CTCP Bao bì Dầu khí Việt Nam,PetroVietnam Packaging Joint Stock Company,HNX,stock,1
D2D,CTCP Phát triển Đô thị Công nghiệp số 2,Industrial Urban Development Joint - Stock Company No 2,HOSE,stock,1
LNC,CTCP Lệ Ninh,Le Ninh Joint Stock Company,UPCOM,stock,1
TIN,Công Ty Tài chính tổng hợp cổ phần Tín Việt,VietCredit General Finance Joint Stock Company,UPCOM,stock,1
HVA,CTCP Đầu tư HVA,HVA Investment Joint Stock Company,UPCOM,stock,1
SJS,CTCP SJ Group,SJ Group Joint Stock Company,HOSE,stock,1
TBD,Tổng Công ty Thiết bị Điện Đông Anh - CTCP,Dong Anh Electrical Equipment Corporation - Joint Stock Company,UPCOM,stock,1
DPR,CTCP Cao su Đồng Phú,Dong Phu Rubber Joint Stock Company,HOSE,stock,1
AGR,CTCP Chứng khoán Agribank,Agribank Securities Corporation,HOSE,stock,1
HII,CTCP An Tiến Industries,An Tien Industries Joint Stock Company,HOSE,stock,1
DSG,CTCP Kính Đáp Cầu,Dap Cau Sheet Glass Joint Stock Company,UPCOM,stock,1
ICF,CTCP Đầu tư Thương mại Thủy sản,Investment Commerce Fisheries Corporation,UPCOM,stock,1
IDV,CTCP Phát triển Hạ tầng Vĩnh Phúc,Vinh Phuc Infrastructure Development Joint Stock Company,HNX,stock,1
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,Petrovietnam Fertilizer and Chemicals Corporation,HOSE,stock,1
IDJ,CTCP Đầu tư IDJ Việt Nam,IDJ Vietnam Investment Joint Stock Company,HNX,stock,1
ASP,CTCP Tập đoàn Dầu khí An Pha,An Pha Petrol Joint Stock Company,HOSE,stock,1
SZG,CTCP Sonadezi Giang Điền,Sonadezi Giang Dien Shareholding Company,UPCOM,stock,1
SHI,CTCP Quốc tế Sơn Hà,Son Ha International Corporation,HOSE,stock,1
TMP,CTCP Thủy điện Thác Mơ,Thac Mo Hydropower Joint Stock Company,HOSE,stock,1
PBC,CTCP Dược phẩm Trung ương I - Pharbaco,Pharbaco Central Pharmaceutical Joint Stock Company No1,UPCOM,stock,1
HU6,CTCP Đầu tư Phát triển Nhà và Đô thị HUD6,HUD6 City and Housing Development Investment Joint Stock Company,UPCOM,stock,1
TTS,CTCP Cán Thép Thái Trung,Thai Trung Rooling Joint Stock Company,UPCOM,stock,1
LEC,CTCP Bất động sản Điện lực Miền Trung,Central Power Real Estate Joint Stock Company,UPCOM,stock,1
CNA,CTCP Tổng Công ty Chè Nghệ An,Nghe An Tea Corporation Joint Stock Company,UPCOM,stock,1
DC4,CTCP DICERA Holdings,DICERA Holdings Joint Stock Company,HOSE,stock,1
PVA,CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An,PetroVietnam - Nghe An Construction Joint Stock Corporation,UPCOM,stock,1
TDP,CTCP Thuận Đức,Thuan Duc Joint Stock Company,HOSE,stock,1
SFC,CTCP Nhiên liệu Sài Gòn,SaiGon Fuel Joint Stock Company,HOSE,stock,1
ODE,CTCP Tập đoàn Truyền thông và Giải trí ODE,ODE Media and Entertainment Group Joint Stock Company,UPCOM,stock,1
GEE,CTCP Điện lực Gelex,Gelex Electricity Joint Stock Company,HOSE,stock,1
VHC,CTCP Vĩnh Hoàn,Vinh Hoan Corporation,HOSE,stock,1
E29,CTCP Đầu tư Xây dựng và Kỹ thuật 29,29 Investment Construction And Engineering Joint Stock Company,UPCOM,stock,1
HPB,CTCP Bao bì PP,PP Pack Making Joint Stock Company,UPCOM,stock,1
DLG,CTCP Tập đoàn Đức Long Gia Lai,Duc Long Gia Lai Group Joint Stock Company,HOSE,stock,1
ADG,CTCP Clever Group,Clever Group Corporation,HOSE,stock,1
NHP,CTCP Sản xuất Xuất nhập khẩu NHP,NHP Production Import - Export Joint Stock Company,UPCOM,stock,1
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Vinacomin - Viet Bac Mining Industry Holding Corporation,HNX,stock,1
DOC,CTCP Vật tư Nông Nghiệp Đồng Nai,Dong Nai Joint Stock Company of Agricultural Material,UPCOM,stock,1
HPM,CTCP Xây dựng Thương mại và Khoáng Sản Hoàng Phúc,Hoang Phuc Mineral Trading and Contruction Joint Stock Company,UPCOM,stock,1
PFL,CTCP Dầu khí Đông Đô,Petroleum Dong Do Joint Stock Company,UPCOM,stock,1
CJC,CTCP Cơ điện Miền Trung,Central Area Electrical Mechanical Joint Stock Company,HNX,stock,1
DCM,CTCP - Tổng công ty Phân bón Dầu khí Cà Mau,PetroVietnam Ca Mau Fertilizer Joint Stock Company,HOSE,stock,1
HVX,CTCP Xi măng VICEM Hải Vân,Vicem Hai Van Cement Joint Stock Company,HOSE,stock,1
NLG,CTCP Đầu tư Nam Long,Nam Long Investment Corporation,HOSE,stock,1
PPY,CTCP Xăng dầu Dầu khí Phú Yên,PetroVietnam Oil Phu Yen Joint Stock Company,HNX,stock,1
HGT,CTCP Du lịch Hương Giang,Huong Giang Tourist Joint Stock Company,UPCOM,stock,1
CIP,CTCP Xây lắp và Sản xuất Công nghiệp,Construction and Industrial Production Joint Stock Company,UPCOM,stock,1
PMT,CTCP Viễn thông TELVINA Việt Nam,TELVINA Vietnam Communication Joint Stock Company,UPCOM,stock,1
KTC,CTCP Thương mại Kiên Giang,Kien Giang Trading Joint Stock Company,UPCOM,stock,1
SFI,CTCP Đại lý Vận tải SAFI,Sea & Air Freight International,HOSE,stock,1
ITS,CTCP Đầu tư Thương mại và Dịch vụ - Vinacomin,"Vinacomin - Investment, Trading and Service Joint Stock Company",UPCOM,stock,1
CDR,CTCP Xây dựng Cao su Đồng Nai,Dong Nai Rubber Construction Joint Stock Company,UPCOM,stock,1
PSP,CTCP Cảng Dịch vụ Dầu khí Đình Vũ,Dinh Vu Petroleum Service Port Joint Stock Company,UPCOM,stock,1
MTH,CTCP Môi trường Đô thị Hà Đông,Ha Dong Environment Public Service Joint Stock Company,UPCOM,stock,1
FGL,CTCP Cà phê Gia Lai,Gia Lai Coffee Joint Stock Company,UPCOM,stock,1
PLX,Tập đoàn Xăng Dầu Việt Nam,VietNam National Petroleum Group,HOSE,stock,1
CTT,CTCP Chế tạo Máy - Vinacomin,Vinacomin - Machinery Joint Stock Company,HNX,stock,1
AVC,CTCP Thủy điện A Vương,A Vuong Hydropower Joint Stock Company,UPCOM,stock,1
DL1,CTCP Tập đoàn Alpha Seven,Alpha Seven Group Joint Stock Company,HNX,stock,1
PTH,CTCP Vận tải và Dịch vụ Petrolimex Hà Tây,Petrolimex HaTay Transportation and Service Joint-Stock Company,UPCOM,stock,1
PET,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,Petrovietnam General Services Corporation,HOSE,stock,1
HDG,CTCP Tập đoàn Hà Đô,Ha Do Group Joint Stock Company,HOSE,stock,1
VET,CTCP Thuốc thú y Trung ương Navetco,Navetco National Veterinary Joint Stock Company,UPCOM,stock,1
MTV,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Vung Tau Environment Services and Urban Project Joint Stock Company,UPCOM,stock,1
IRC,CTCP Cao su Công nghiệp,Industrial Rubber Joint Stock Company,UPCOM,stock,1
AST,CTCP Dịch vụ Hàng không Taseco,Taseco Air Services Joint Stock Company,HOSE,stock,1
TDH,CTCP Phát triển Nhà Thủ Đức,Thu Duc Housing Development Corporation,HOSE,stock,1
TT6,CTCP Tập đoàn Tiến Thịnh,Tien Thinh Group Joint Stock Company,UPCOM,stock,1
VTZ,CTCP Sản xuất và Thương mại Nhựa Việt Thành,Viet Thanh Plastic Trading And Manufacturing Joint Stock Company,HNX,stock,1
BTV,CTCP Dịch vụ Du lịch Bến Thành,BenThanh Tourist Service Corporation ,UPCOM,stock,1
TYA,CTCP Dây và Cáp Điện Taya Việt Nam,Taya (Vietnam) Electric Wire and Cable Joint Stock Company,HOSE,stock,1
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP,Viet Nam Engine and Agricultural Machinery Corporation,UPCOM,stock,1
CMC,CTCP Đầu tư CMC,CMC Investment Joint Stock Company,HNX,stock,1
HVH,CTCP Đầu tư và Công nghệ HVC,HVC Investment and Technology Joint Stock Company,HOSE,stock,1
M10,Tổng Công ty May 10 - CTCP,Garment 10 Corporation - Joint Stock Company,UPCOM,stock,1
HTI,CTCP Đầu tư Phát triển Hạ tầng IDICO,IDICO Infrastructure Development Investment Joint Stock Company,HOSE,stock,1
TLH,CTCP Tập đoàn Thép Tiến Lên,Tien Len Steel Corporation Joint - Stock Company,HOSE,stock,1
